Postcode,ABSTUDY_Living_allowance,ABSTUDY_Non_living_allowance,Age_Pension,Austudy,Carer_Allowance,Carer_Allowance_Child_Health_Care_Card_only,Carer_Payment,Commonwealth_Seniors_Health_Card,Double_Orphan_Pension,Disability_Support_Pension,Family_Tax_Benefit_Part_A,Family_Tax_Benefit_Part_B,Health_Care_Card,Low_Income_Card,Newstart_Allowance,Parenting_Payment_Partnered,Parenting_Payment_Single,Partner_Allowance,Pensioner_Concession_Card,Sickness_Allowance,Special_Benefit,Wife_Pension_Partner_on_Age_Pension,Wife_Pension_Partner_on_Disability_Support_Pension,Widow_Allowance,Widow_B_Pension,Youth_Allowance_other,Youth_Allowance_student_and_apprentice
2037,20,36,938,105,213,<20,129,150,<20,757,415,396,840,312,453,<20,100,<20,"2,063",<20,<20,<20,<20,21,<20,53,403
2038,<20,<20,506,41,76,<20,24,91,<20,165,199,188,292,110,152,<20,24,<20,759,<20,<20,<20,<20,<20,<20,<20,133
2039,<20,<20,343,<20,57,<20,<20,84,<20,172,163,157,216,53,148,<20,26,<20,609,<20,<20,<20,<20,<20,<20,<20,39
2040,<20,<20,"1,686",77,328,<20,119,185,<20,660,698,671,834,245,445,26,111,<20,"2,732",<20,<20,<20,<20,<20,<20,39,265
2041,<20,<20,814,32,125,<20,30,292,<20,358,272,252,341,94,205,<20,45,<20,"1,315",<20,<20,<20,<20,<20,<20,<20,95
2042,<20,<20,810,224,165,<20,64,74,<20,469,415,404,"1,139",519,549,32,56,<20,"1,566",<20,<20,<20,<20,<20,<20,37,623
2043,<20,<20,250,24,45,<20,25,<20,<20,154,143,143,261,87,143,<20,<20,<20,478,<20,<20,<20,<20,<20,<20,<20,88
2044,<20,<20,618,49,152,<20,66,33,<20,229,309,279,432,141,232,<20,41,<20,"1,005",<20,<20,<20,<20,<20,<20,23,144
2045,<20,<20,910,<20,193,<20,39,175,<20,132,190,167,177,58,82,<20,22,<20,"1,141",<20,<20,<20,<20,<20,<20,<20,66
2046,<20,<20,"3,007",43,612,<20,155,481,<20,534,896,798,749,197,316,35,90,<20,"3,899",<20,<20,<20,<20,26,<20,<20,199
2047,<20,<20,914,<20,151,<20,27,321,<20,122,245,237,224,61,88,<20,35,<20,"1,124",<20,<20,<20,<20,<20,<20,<20,56
2048,<20,<20,587,56,80,<20,22,89,<20,172,206,181,363,131,196,<20,<20,<20,844,<20,<20,<20,<20,<20,<20,<20,156
2049,<20,<20,843,74,171,<20,71,94,<20,398,331,313,616,198,389,<20,60,<20,"1,480",<20,<20,<20,<20,<20,<20,22,217
2050,<20,<20,234,43,51,<20,24,26,<20,244,131,128,395,214,163,<20,<20,<20,571,<20,<20,<20,<20,<20,<20,<20,311
2052,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,62,62,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,79
2055,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2057,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2059,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2060,<20,<20,633,29,68,<20,<20,304,<20,128,174,185,235,88,116,<20,<20,<20,826,<20,<20,<20,<20,<20,<20,<20,89
2061,<20,<20,347,<20,41,<20,<20,135,<20,132,54,51,84,21,61,<20,<20,<20,527,<20,<20,<20,<20,<20,<20,<20,25
2062,<20,<20,336,<20,30,<20,<20,161,<20,69,152,154,130,38,61,<20,<20,<20,444,<20,<20,<20,<20,<20,<20,<20,35
2063,<20,<20,254,<20,51,<20,<20,200,<20,32,100,87,93,28,31,<20,<20,<20,308,<20,<20,<20,<20,<20,<20,<20,38
2064,<20,<20,482,24,84,<20,33,134,<20,207,405,375,333,86,129,<20,28,<20,805,<20,<20,<20,<20,<20,<20,<20,92
2065,<20,<20,"1,132",63,181,<20,31,545,<20,286,491,504,552,169,229,<20,45,<20,"1,569",<20,<20,<20,<20,<20,<20,<20,190
2066,<20,<20,"1,681",40,277,<20,48,699,<20,312,741,682,614,155,242,21,71,<20,"2,215",<20,<20,<20,<20,<20,<20,<20,221
2067,<20,<20,"1,460",49,199,<20,55,574,<20,226,854,751,849,241,294,52,44,<20,"1,874",<20,29,<20,<20,24,<20,<20,234
2068,<20,<20,"1,026",32,171,<20,29,430,<20,157,418,369,397,104,147,<20,37,<20,"1,320",<20,<20,<20,<20,21,<20,<20,112
2069,<20,<20,669,<20,137,<20,25,425,<20,110,294,253,277,59,76,<20,<20,<20,852,<20,<20,<20,<20,<20,<20,<20,80
2070,<20,<20,629,<20,113,<20,21,409,<20,78,291,268,302,81,82,<20,<20,<20,781,<20,<20,<20,<20,<20,<20,<20,100
2071,<20,<20,535,<20,104,<20,<20,487,<20,73,328,287,333,93,86,<20,<20,<20,679,<20,<20,<20,<20,<20,<20,<20,129
2072,<20,<20,361,21,48,<20,<20,269,<20,40,241,213,216,56,58,<20,<20,<20,446,<20,<20,<20,<20,<20,<20,<20,62
2073,<20,<20,734,<20,144,<20,24,501,<20,92,343,306,371,116,98,<20,25,<20,903,<20,<20,<20,<20,<20,<20,<20,123
2074,<20,<20,"1,704",32,216,<20,35,"1,002",<20,179,457,417,467,139,134,22,28,<20,"2,000",<20,<20,<20,<20,<20,<20,<20,180
2075,<20,<20,"1,371",20,218,<20,21,901,<20,133,469,414,415,92,107,<20,<20,<20,"1,581",<20,<20,<20,<20,<20,<20,<20,124
2076,<20,33,"1,879",41,257,<20,38,804,<20,323,637,592,647,188,202,24,42,<20,"2,350",<20,<20,<20,<20,21,<20,<20,231
2077,<20,<20,"2,830",125,441,22,124,533,<20,775,"2,049","1,925","1,607",418,576,128,127,<20,"4,155",<20,33,<20,<20,44,<20,44,355
2079,<20,<20,545,<20,103,<20,20,81,<20,116,328,294,237,58,73,<20,30,<20,747,<20,<20,<20,<20,<20,<20,<20,66
2080,<20,<20,156,<20,32,<20,<20,26,<20,25,69,67,54,<20,<20,<20,<20,<20,200,<20,<20,<20,<20,<20,<20,<20,<20
2081,<20,<20,440,<20,94,<20,<20,53,<20,51,241,220,174,40,51,<20,22,<20,558,<20,<20,<20,<20,<20,<20,<20,52
2082,<20,<20,478,<20,78,<20,<20,54,<20,86,249,222,170,38,59,<20,<20,<20,626,<20,<20,<20,<20,<20,<20,<20,34
2083,<20,<20,185,<20,25,<20,<20,43,<20,52,82,63,63,<20,39,<20,<20,<20,277,<20,<20,<20,<20,<20,<20,<20,<20
2084,<20,<20,248,<20,30,<20,<20,129,<20,49,112,91,71,<20,28,<20,<20,<20,315,<20,<20,<20,<20,<20,<20,<20,26
2085,<20,<20,"1,406",<20,169,<20,33,444,<20,122,291,252,232,52,57,<20,27,<20,"1,599",<20,<20,<20,<20,<20,<20,<20,56
2086,<20,<20,"1,161",<20,176,<20,42,360,<20,114,473,406,305,66,105,<20,43,<20,"1,406",<20,<20,<20,<20,<20,<20,<20,84
2087,<20,<20,"1,393",<20,138,<20,32,470,<20,153,383,354,348,86,109,<20,29,<20,"1,650",<20,<20,<20,<20,<20,<20,<20,88
2088,<20,<20,"1,302",32,207,<20,32,830,<20,196,482,464,455,112,207,<20,43,<20,"1,640",<20,<20,<20,<20,<20,<20,<20,139
2089,<20,<20,510,26,67,<20,<20,264,<20,101,204,192,242,60,128,<20,<20,<20,680,<20,<20,<20,<20,<20,<20,<20,77
2090,<20,<20,648,28,51,<20,<20,345,<20,105,203,215,214,66,91,<20,<20,<20,815,<20,<20,<20,<20,<20,<20,<20,58
2092,<20,<20,317,<20,76,<20,20,207,<20,81,172,148,146,33,43,<20,<20,<20,453,<20,<20,<20,<20,<20,<20,<20,38
2093,<20,<20,"1,313",32,205,<20,50,553,<20,255,713,663,532,132,199,35,73,<20,"1,781",<20,<20,<20,<20,<20,<20,<20,149
2094,<20,<20,312,<20,39,<20,<20,192,<20,37,134,134,106,28,44,<20,<20,<20,387,<20,<20,<20,<20,<20,<20,<20,34
2095,<20,<20,842,44,92,<20,<20,384,<20,287,288,276,317,95,163,<20,41,<20,"1,252",<20,<20,<20,<20,<20,<20,<20,116
2096,<20,<20,762,21,114,<20,33,252,<20,173,458,401,298,76,130,<20,63,<20,"1,094",<20,<20,<20,<20,<20,<20,<20,79
2097,<20,<20,"1,186",20,165,<20,28,356,<20,157,582,514,385,87,139,<20,74,<20,"1,504",<20,<20,<20,<20,<20,<20,<20,106
2098,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2099,<20,<20,"3,484",50,538,<20,165,642,<20,803,"1,958","1,664","1,371",247,605,82,199,<20,"4,868",<20,<20,<20,<20,29,<20,59,252
2100,<20,<20,"2,039",39,260,<20,63,446,<20,363,790,671,585,152,209,20,67,<20,"2,601",<20,<20,<20,<20,<20,<20,<20,134
2101,<20,<20,"1,790",34,231,<20,43,392,<20,259,785,653,491,106,186,27,76,<20,"2,231",<20,<20,<20,<20,<20,<20,<20,90
2102,<20,<20,566,<20,85,<20,<20,120,<20,47,294,239,186,43,61,<20,30,<20,699,<20,<20,<20,<20,<20,<20,<20,49
2103,<20,<20,"1,120",<20,121,<20,22,362,<20,123,382,318,253,60,87,<20,40,<20,"1,327",<20,<20,<20,<20,<20,<20,<20,64
2104,<20,<20,506,<20,37,<20,<20,219,<20,26,77,64,66,<20,21,<20,<20,<20,557,<20,<20,<20,<20,<20,<20,<20,<20
2105,<20,<20,86,<20,<20,<20,<20,81,<20,<20,73,65,60,<20,28,<20,<20,<20,130,<20,<20,<20,<20,<20,<20,<20,<20
2106,<20,<20,622,<20,87,<20,<20,248,<20,90,361,309,248,50,100,<20,44,<20,810,<20,<20,<20,<20,<20,<20,<20,66
2107,<20,<20,"1,111",20,142,<20,23,514,<20,119,563,459,400,87,137,21,48,<20,"1,351",<20,<20,<20,<20,<20,<20,<20,89
2108,<20,<20,88,<20,<20,<20,<20,97,<20,22,55,42,36,<20,<20,<20,<20,<20,125,<20,<20,<20,<20,<20,<20,<20,<20
2109,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2110,<20,28,770,<20,97,<20,22,251,<20,136,169,151,177,53,70,<20,28,<20,993,<20,<20,<20,<20,<20,<20,<20,76
2111,<20,<20,"1,351",26,200,<20,62,299,<20,325,453,393,408,91,181,28,36,<20,"1,846",<20,<20,<20,<20,<20,<20,<20,89
2112,<20,<20,"2,885",57,595,21,211,480,<20,683,"1,413","1,233","1,145",283,444,78,112,<20,"4,033",<20,20,<20,<20,41,<20,35,237
2113,<20,<20,"1,803",54,318,<20,112,302,<20,600,745,660,727,255,239,44,56,<20,"2,672",<20,<20,<20,<20,26,<20,21,306
2114,<20,<20,"1,644",71,322,<20,118,275,<20,420,"1,060",972,"1,011",276,373,82,69,<20,"2,401",<20,23,<20,<20,35,<20,21,250
2115,<20,<20,914,22,297,<20,163,107,<20,493,650,586,578,137,290,47,72,<20,"1,798",<20,<20,<20,<20,<20,<20,35,111
2116,<20,<20,598,<20,153,<20,81,48,<20,305,432,391,350,83,160,32,54,<20,"1,109",<20,<20,<20,<20,<20,<20,<20,67
2117,<20,<20,"1,897",64,477,<20,225,282,<20,772,"1,463","1,282","1,327",318,592,96,135,<20,"3,285",<20,37,<20,<20,26,<20,46,276
2118,<20,<20,"2,103",59,344,<20,122,588,<20,319,"1,416","1,219","1,261",356,385,95,73,<20,"2,785",<20,24,<20,<20,26,<20,33,318
2119,<20,<20,795,<20,116,<20,22,418,<20,99,266,239,280,99,76,<20,22,<20,956,<20,<20,<20,<20,<20,<20,<20,118
2120,<20,<20,"1,634",37,292,<20,67,571,<20,337,669,660,629,191,194,26,51,<20,"2,186",<20,<20,<20,<20,<20,<20,21,212
2121,<20,<20,"1,934",88,284,<20,68,680,<20,242,"1,071",974,"1,088",383,304,44,50,<20,"2,409",<20,23,<20,<20,30,<20,<20,393
2122,<20,<20,"2,774",111,438,<20,153,619,<20,534,"1,495","1,283","1,466",524,470,85,94,<20,"3,774",<20,42,<20,<20,47,<20,<20,526
2123,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2124,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,32,<20,<20,<20,<20,<20,<20,<20,<20
2125,<20,<20,"1,121",27,196,<20,41,399,<20,175,475,427,464,140,118,<20,31,<20,"1,426",<20,<20,<20,<20,<20,<20,<20,145
2126,<20,<20,"1,406",34,220,<20,42,388,<20,205,667,612,588,204,141,37,37,<20,"1,744",<20,<20,<20,<20,<20,<20,<20,203
2127,<20,<20,273,23,67,<20,21,68,<20,68,537,508,405,96,114,49,43,<20,461,<20,<20,<20,<20,<20,<20,<20,93
2128,<20,<20,52,<20,32,<20,<20,<20,<20,50,169,155,166,24,66,32,<20,<20,144,<20,<20,<20,<20,<20,<20,<20,<20
2130,<20,<20,484,37,77,<20,21,68,<20,223,302,271,328,100,176,<20,46,<20,848,<20,<20,<20,<20,<20,<20,<20,94
2131,<20,<20,"2,206",94,361,<20,135,249,<20,524,"1,232","1,079","1,244",321,608,98,104,<20,"3,255",<20,34,<20,<20,34,<20,22,293
2132,<20,<20,"1,200",61,237,<20,88,150,<20,265,498,432,513,180,218,26,27,<20,"1,680",<20,<20,<20,<20,<20,<20,<20,163
2133,<20,<20,"1,162",40,288,<20,122,132,<20,294,720,613,570,165,218,55,79,<20,"1,757",<20,<20,<20,<20,<20,<20,<20,163
2134,<20,<20,"1,214",62,212,<20,75,190,<20,296,695,598,721,185,336,58,50,<20,"1,784",<20,33,<20,<20,<20,<20,<20,183
2135,<20,<20,"1,543",75,315,<20,90,423,<20,304,"1,005",823,"1,035",291,379,80,67,<20,"2,175",<20,26,<20,<20,37,<20,24,316
2136,<20,<20,937,22,217,<20,72,131,<20,240,479,416,445,125,191,29,39,<20,"1,380",<20,<20,<20,<20,<20,<20,<20,127
2137,<20,<20,"2,252",52,447,<20,125,495,<20,356,956,827,750,211,297,38,92,<20,"2,970",<20,<20,<20,<20,<20,<20,20,217
2138,<20,<20,776,29,172,<20,56,163,<20,158,653,591,565,145,172,31,49,<20,"1,091",<20,<20,<20,<20,<20,<20,<20,147
2139,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2140,<20,<20,610,36,164,<20,80,78,<20,180,"1,012",887,919,230,387,96,48,<20,"1,085",<20,<20,<20,<20,24,<20,<20,222
2141,<20,<20,"2,108",120,750,<20,455,159,<20,733,"2,223","1,932","2,527",713,955,322,210,26,"3,905",<20,44,23,<20,53,<20,75,678
2142,<20,<20,"1,622",82,932,52,607,81,<20,"1,119","2,281","2,037","2,511",500,"1,220",381,278,<20,"4,147",<20,33,35,25,46,<20,111,434
2143,<20,<20,794,30,310,<20,191,63,<20,314,777,692,837,205,351,134,93,<20,"1,555",<20,<20,<20,<20,<20,<20,30,185
2144,<20,<20,"2,538",97,"1,524",61,"1,044",151,<20,"1,459","3,788","3,385","4,460",905,"1,917",830,355,<20,"6,061",<20,71,39,22,57,<20,192,926
2145,<20,20,"7,063",135,"2,001",90,907,607,<20,"2,515","5,802","5,120","4,474",971,"1,819",415,599,29,"11,906",20,58,53,22,137,<20,206,908
2146,<20,<20,"1,715",41,386,<20,177,139,<20,464,"1,286","1,132",962,236,428,65,154,<20,"2,706",<20,20,<20,<20,<20,<20,45,224
2147,<20,<20,"3,662",56,941,56,401,230,<20,"1,329","2,545","2,274","2,058",401,979,128,385,<20,"6,322",<20,26,<20,<20,55,<20,135,365
2148,<20,41,"6,003",165,"1,796",103,815,344,<20,"2,048","5,821","5,110","4,803",917,"2,133",497,850,27,"10,653",<20,51,23,27,104,<20,250,777
2149,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2150,<20,<20,"1,285",95,393,<20,248,127,<20,731,"2,066","1,767","1,908",366,896,197,167,<20,"2,763",<20,42,<20,<20,45,<20,80,355
2151,<20,<20,"1,643",65,397,<20,181,331,<20,607,"1,217","1,099","1,126",269,493,89,124,<20,"2,760",<20,<20,<20,<20,25,<20,28,251
2152,<20,<20,"1,314",24,245,<20,94,184,<20,209,635,583,510,119,215,47,74,<20,"1,785",<20,<20,<20,<20,<20,<20,<20,106
2153,<20,<20,"5,043",101,929,53,229,953,<20,669,"2,530","2,324","1,867",511,601,106,203,<20,"6,410",<20,23,<20,<20,58,<20,48,466
2154,<20,<20,"3,453",84,543,24,150,891,<20,436,"1,562","1,425","1,283",363,366,68,114,<20,"4,328",<20,27,<20,<20,53,<20,<20,344
2155,<20,<20,"2,038",74,728,47,199,359,<20,437,"2,426","2,188","1,589",369,445,95,190,<20,"3,103",<20,25,<20,<20,31,<20,37,348
2156,<20,<20,"1,019",<20,185,<20,32,379,<20,131,399,315,306,92,83,<20,29,<20,"1,233",<20,<20,<20,<20,<20,<20,<20,76
2157,<20,<20,282,<20,55,<20,<20,85,<20,56,196,153,121,24,44,<20,<20,<20,381,<20,<20,<20,<20,<20,<20,<20,20
2158,<20,<20,730,<20,123,<20,41,199,<20,126,329,285,256,70,92,<20,24,<20,972,<20,<20,<20,<20,<20,<20,<20,80
2159,<20,<20,407,<20,61,<20,<20,171,<20,52,211,176,147,43,50,<20,28,<20,521,<20,<20,<20,<20,<20,<20,<20,45
2160,<20,<20,"3,347",94,"1,494",54,937,191,<20,"1,602","3,735","3,326","3,544",742,"1,616",575,495,<20,"7,062",<20,36,28,28,65,<20,144,729
2161,<20,<20,"2,640",89,"1,608",79,"1,114",103,<20,"1,671","3,446","3,116","3,471",701,"1,447",702,499,23,"6,617",<20,25,33,28,70,<20,176,680
2162,<20,<20,"1,940",51,835,33,540,110,<20,883,"1,858","1,682","1,745",415,762,272,253,<20,"4,027",<20,<20,<20,<20,43,<20,76,419
2163,<20,<20,"1,073",30,590,34,424,<20,<20,787,"1,058",975,"1,144",241,686,158,195,<20,"2,806",<20,<20,<20,<20,23,<20,50,241
2164,<20,<20,"2,453",36,"1,135",27,703,122,<20,937,"1,737","1,540","1,581",374,804,190,245,<20,"4,735",<20,<20,<20,<20,42,<20,94,361
2165,<20,<20,"4,560",109,"3,033",107,"2,355",162,<20,"2,426","4,769","4,335","5,148","1,213","2,933",741,666,34,"11,351",<20,54,29,<20,134,<20,252,"1,165"
2166,<20,<20,"5,254",148,"2,552",135,"1,720",138,<20,"2,337","6,454","5,885","6,255","1,732","3,621",669,"1,173",79,"12,612",<20,55,21,20,240,<20,225,"1,600"
2167,<20,<20,775,20,214,<20,89,35,<20,236,749,640,539,108,231,56,107,<20,"1,315",<20,<20,<20,<20,<20,<20,32,95
2168,20,60,"3,459",78,"2,437",142,"1,656",71,<20,"2,645","4,945","4,443","4,343",888,"2,188",507,916,30,"9,863",<20,43,29,33,88,<20,321,890
2170,<20,45,"9,036",218,"4,678",201,"2,843",527,<20,"4,383","9,757","8,641","8,392","1,706","3,978","1,138","1,484",45,"19,458",34,78,56,38,156,<20,488,"1,615"
2171,<20,<20,"1,276",42,982,51,502,89,<20,637,"2,461","2,042","1,660",342,640,172,268,<20,"2,980",<20,<20,<20,<20,32,<20,56,371
2172,<20,<20,96,<20,45,<20,<20,<20,<20,24,84,84,71,<20,22,<20,<20,<20,153,<20,<20,<20,<20,<20,<20,<20,<20
2173,<20,<20,489,<20,266,51,63,54,<20,146,988,871,639,132,161,39,78,<20,858,<20,<20,<20,<20,<20,<20,22,141
2174,<20,<20,55,<20,25,<20,<20,<20,<20,<20,63,48,39,<20,26,<20,<20,<20,104,<20,<20,<20,<20,<20,<20,<20,<20
2175,<20,<20,188,<20,68,<20,<20,73,<20,79,112,90,75,<20,34,<20,<20,<20,323,<20,<20,<20,<20,<20,<20,<20,<20
2176,<20,<20,"4,785",81,"2,743",96,"1,765",274,<20,"1,950","3,988","3,492","3,690","1,054","1,811",408,458,52,"9,852",<20,30,35,27,115,<20,164,"1,036"
2177,<20,<20,"1,252",24,893,44,631,38,<20,748,"1,666","1,497","1,535",446,799,135,308,<20,"3,354",<20,<20,<20,<20,51,<20,82,457
2178,<20,<20,359,<20,137,<20,57,72,<20,98,255,197,189,47,67,23,28,<20,587,<20,<20,<20,<20,<20,<20,<20,39
2179,<20,<20,687,<20,211,<20,97,129,<20,167,409,341,330,52,130,40,56,<20,"1,061",<20,<20,<20,<20,<20,<20,24,49
2190,<20,<20,"2,584",44,"1,448",71,960,145,<20,"1,251","2,813","2,546","2,645",602,966,474,333,20,"5,648",<20,<20,48,21,63,<20,100,638
2191,<20,<20,758,<20,222,<20,110,50,<20,256,463,381,355,80,157,29,50,<20,"1,247",<20,<20,<20,<20,<20,<20,<20,94
2192,<20,<20,"1,655",62,487,<20,249,106,<20,518,"1,212","1,072","1,211",306,569,154,151,<20,"2,819",<20,<20,<20,<20,26,<20,41,248
2193,<20,<20,"1,639",43,416,<20,161,146,<20,360,804,710,747,170,354,53,101,<20,"2,375",<20,<20,<20,<20,24,<20,<20,135
2194,<20,<20,"2,031",93,630,23,340,176,<20,732,"2,168","1,884","2,223",459,"1,069",289,205,<20,"3,846",<20,78,<20,<20,82,<20,50,384
2195,<20,<20,"1,784",110,875,42,555,83,<20,864,"3,333","3,051","3,466",536,"1,306",758,306,<20,"4,017",<20,<20,23,<20,49,<20,93,493
2196,<20,<20,"3,234",68,"1,535",61,935,195,<20,"1,390","3,432","3,032","3,280",709,"1,359",572,389,30,"6,592",<20,<20,56,22,77,<20,123,675
2197,<20,<20,"1,092",23,431,29,277,47,<20,408,897,811,826,182,373,131,129,<20,"2,082",<20,<20,<20,<20,<20,<20,31,174
2198,<20,<20,"1,112",<20,311,22,169,147,<20,224,697,599,567,120,243,83,83,<20,"1,681",<20,<20,<20,<20,<20,<20,<20,125
2199,<20,<20,"1,789",38,817,49,486,97,<20,799,"1,802","1,586","1,642",337,692,271,258,<20,"3,688",<20,23,<20,<20,42,<20,75,347
2200,<20,<20,"3,755",148,"1,994",84,"1,277",203,<20,"1,597","5,012","4,543","4,759",961,"2,177",841,740,30,"8,365",<20,46,37,<20,95,<20,179,941
2203,<20,<20,"1,360",52,354,<20,130,87,<20,445,745,684,766,189,426,33,108,<20,"2,171",<20,<20,<20,<20,<20,<20,42,202
2204,<20,30,"2,659",142,719,<20,359,149,<20,"1,048","1,278","1,205","1,733",498,985,105,213,<20,"4,661",<20,<20,<20,<20,48,<20,104,475
2205,<20,<20,"1,273",31,421,<20,198,115,<20,596,"1,022",909,970,203,407,145,118,<20,"2,334",<20,<20,<20,<20,22,<20,33,222
2206,<20,<20,"2,761",33,653,<20,219,351,<20,469,"1,024",866,800,185,357,50,91,<20,"3,632",<20,<20,<20,<20,28,<20,20,176
2207,<20,<20,"3,252",68,817,<20,358,391,<20,702,"1,889","1,643","1,665",415,628,187,171,<20,"4,699",<20,<20,<20,<20,55,<20,52,384
2208,<20,<20,"1,707",26,434,<20,162,212,<20,361,750,621,671,159,281,61,75,<20,"2,421",<20,<20,<20,<20,25,<20,29,157
2209,<20,<20,"1,916",34,452,<20,201,215,<20,480,"1,103",970,"1,040",271,439,91,113,<20,"2,918",<20,36,<20,<20,41,<20,32,241
2210,<20,<20,"4,112",46,904,30,414,518,<20,"1,107","1,789","1,546","1,574",392,740,135,195,<20,"6,258",<20,47,<20,<20,74,<20,43,384
2211,<20,<20,"2,139",29,492,<20,207,223,<20,442,"1,094",943,849,207,362,54,121,<20,"3,100",<20,<20,<20,<20,28,<20,34,199
2212,<20,<20,"1,795",26,577,31,291,132,<20,517,"1,115",970,957,213,423,84,148,<20,"2,962",<20,<20,<20,<20,28,<20,27,205
2213,<20,<20,"2,434",36,626,37,286,220,<20,605,"1,260","1,082",941,217,394,57,155,<20,"3,676",<20,<20,<20,<20,31,<20,43,197
2214,<20,<20,471,<20,92,<20,28,54,<20,61,201,161,167,60,66,<20,26,<20,611,<20,<20,<20,<20,<20,<20,<20,63
2216,<20,<20,"2,785",61,724,23,263,291,<20,685,"1,720","1,488","1,520",307,683,157,197,<20,"4,146",<20,<20,<20,<20,38,<20,43,284
2217,<20,<20,"2,792",53,617,21,230,397,<20,548,"1,578","1,362","1,292",266,558,118,145,<20,"3,869",<20,<20,<20,<20,29,<20,32,251
2218,<20,<20,"1,313",28,383,<20,158,169,<20,345,"1,230","1,058","1,042",214,420,106,109,<20,"2,099",<20,30,<20,<20,33,<20,25,204
2219,<20,<20,"1,775",<20,314,<20,100,371,<20,298,617,530,462,96,211,29,96,<20,"2,312",<20,<20,<20,<20,<20,<20,<20,86
2220,<20,<20,"2,515",71,608,<20,262,415,<20,548,"2,339","1,947","2,130",463,828,222,172,<20,"3,885",<20,87,<20,<20,70,<20,40,457
2221,<20,<20,"1,448",24,341,<20,120,400,<20,282,763,650,670,173,245,40,74,<20,"2,025",<20,<20,<20,<20,22,<20,<20,153
2222,<20,<20,"1,116",25,256,<20,93,169,<20,253,849,730,731,147,307,56,92,<20,"1,693",<20,<20,<20,<20,<20,<20,23,129
2223,<20,<20,"1,844",38,373,21,99,419,<20,338,932,835,797,209,300,47,93,<20,"2,499",<20,<20,<20,<20,20,<20,20,178
2224,<20,<20,"1,785",<20,245,21,59,538,<20,217,656,559,540,115,210,26,70,<20,"2,215",<20,<20,<20,<20,<20,<20,<20,106
2225,<20,<20,404,<20,86,<20,<20,113,<20,60,161,143,137,41,45,<20,<20,<20,506,<20,<20,<20,<20,<20,<20,<20,35
2226,<20,<20,"1,107",23,218,<20,62,193,<20,258,498,453,423,119,178,<20,62,<20,"1,582",<20,<20,<20,<20,<20,<20,<20,97
2227,<20,<20,"1,547",<20,223,<20,57,280,<20,178,558,509,439,94,181,<20,79,<20,"1,936",<20,<20,<20,<20,<20,<20,<20,94
2228,<20,<20,"2,361",36,369,<20,109,391,<20,443,979,851,743,155,315,36,140,<20,"3,187",<20,<20,<20,<20,<20,<20,26,145
2229,<20,<20,"3,136",43,533,33,111,756,<20,513,"1,117",967,912,203,394,27,121,<20,"4,036",<20,<20,<20,<20,21,<20,43,178
2230,<20,<20,"2,286",63,355,21,79,721,<20,405,"1,042",969,898,209,450,40,160,<20,"3,112",<20,<20,<20,<20,21,<20,30,218
2231,<20,<20,207,<20,54,<20,20,23,<20,31,160,133,105,20,42,<20,21,<20,303,<20,<20,<20,<20,<20,<20,<20,<20
2232,<20,<20,"3,701",55,568,34,166,610,<20,683,"1,493","1,361","1,181",273,538,37,174,<20,"4,986",<20,<20,<20,<20,27,<20,59,268
2233,<20,<20,"3,200",38,537,56,107,405,<20,360,"1,409","1,248",975,237,310,31,176,<20,"4,010",<20,<20,<20,<20,<20,<20,39,206
2234,<20,<20,"2,006",39,575,50,145,376,<20,460,"1,222","1,098","1,014",261,305,28,143,<20,"2,864",<20,<20,<20,<20,<20,<20,30,290
2247,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2250,50,43,"8,742",151,"1,710",85,538,828,<20,"2,799","5,012","4,372","4,158",811,"2,012",237,815,<20,"13,794",<20,<20,20,<20,77,<20,394,713
